6,154,492,111,94,44,7,1,4,2,93,19,2,340,114,99,94,17,25,10,24,4,125,38,136,61,30,5,31,5,2,17,11,123,69,5,171,41,33,40,3,16,50,84,6,15,21,39,115,58,17,15,27,13,16,55,19,84,39,28,5,20,64,77,14,2,24,117,3,2,49,2,33,10,83,8,5,17,3,3,70,10,24,9,3,14,11,7,18,18,10,16,2,72,15,3,7,22,5,6,18,20,6,1,2,3,1,2,4,7,9,3,11,3,31,1,2,1,16,11,9,1,6,9,8,14,20,3,37,15,2,19,1,13,1,1,2,6,7,1,7,2,3,13,3,2,7,4,1,1,2,17,7,10,2,7,2,2,13,1,1,1,12,1,1,4,3,2,1,2,4,14,15,2,3,1,1,4,3,3,1,1,5,1,3,10,1,1,4,3,2,1,1,1,9,4,1,5,6,1,3,6,1,1,1,2,8,4,2,4,1,2,1,1,4,1,1,3,7,4,2,2,4,1,1,1,1,2,2,2,2,1,1,1,3,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
C55,C32,C95,C40,C109,C35,C138,C413,C295,C441,C255,C92,C9,C6,C293,C88,C34,C122,C124,C7,C296,C111,C408,C48,C300,C391,C251,C321,C236,C415,C266,C147,C0,C136,C80,C483,C67
